xcoord,ycoord,g,damage,sigma_xx,sigma_yy,tau_xy,e_xx,e_yy,e_xy,elocal,enonlocal_true,
0.4226497308,0.4226497308,8,0,-0.02000444827573533,-0.02000497490004224,0.03765305830948323,-4.801025456231927e-08,-4.80123610595469e-08,3.012244664758659e-07,1.026009254306826e-07,1.0633985889031e-06
1.5773502692,0.4226497308,8,0,-0.02732347378243277,-0.04928107692683199,0.0266835259464987,-4.801025456231927e-08,-1.358406671399161e-07,2.134682075719896e-07,2.348993783721691e-08,1.140428694667398e-06
0.4226497308,1.5773502692,8,0,-0.04925653457698224,-0.02731799647535397,0.02667452004943708,-1.3576651346606e-07,-4.80123610595469e-08,2.133961603954966e-07,2.347814108584489e-08,1.129804663300866e-06
1.5773502692,1.5773502692,8,0,-0.05657556008367968,-0.05659409850214372,0.0157049876864661,-1.3576651346606e-07,-1.358406671399161e-07,1.256399014917288e-07,0,1.21665204458956e-06
2.4226497308,0.4226497308,8,0,-0.2191715685080467,-0.08659331984224992,0.164173870379405,-6.320743633519495e-07,-1.017613686887624e-07,1.31339096303524e-06,3.412889706614275e-07,1.244504358745218e-06
3.5773502692,0.4226497308,8,0,-0.2040936784299143,-0.02628175952972022,0.1419662994146678,-6.320743633519495e-07,7.917331224882671e-08,1.135730395317343e-06,3.935787250963478e-07,1.451814255085083e-06
2.4226497308,1.5773502692,8,0,-0.2783917577473674,-0.1013983671520801,0.1867907054965766,-8.097349310699114e-07,-1.017613686887624e-07,1.494325643972613e-06,3.710280736637719e-07,1.331065039968803e-06
3.5773502692,1.5773502692,8,0,-0.2633138676692621,-0.0410868068396588,0.1645831345318529,-8.097349310699114e-07,7.917331224850145e-08,1.316665076254823e-06,4.29037261022756e-07,1.556799775115635e-06
4.422649730800001,0.4226497308,8,0,-0.6813086610304848,-0.09329193870616213,0.2651610863249414,-2.105554164332621e-06,2.46512724964669e-07,2.121288690599531e-06,6.541525705335883e-07,1.630487355284433e-06
5.577350269200001,0.4226497308,8,0,-0.6582882363028739,-0.001210239795718493,0.2719455474464499,-2.105554164332621e-06,5.227578216959999e-07,2.175564379571599e-06,9.145549541779961e-07,1.911321446655788e-06
4.422649730800001,1.5773502692,8,0,-0.6632167647063943,-0.08876896462513952,0.2996917234163307,-2.05127847536035e-06,2.46512724964669e-07,2.397533787330645e-06,7.580397112002065e-07,1.746688411804968e-06
5.577350269200001,1.5773502692,8,0,-0.6401963399788105,0.003312734285195712,0.3064761845378663,-2.05127847536035e-06,5.227578216956746e-07,2.45180947630293e-06,1.0131698804227e-06,2.039739079895437e-06
6.422649730800001,0.4226497308,8,0,-1.35211540926588,-0.1057564354031217,0.3108997138110645,-4.242164161328317e-06,7.432717341227142e-07,2.487197710488516e-06,1.036263907654925e-06,2.132280242494522e-06
7.577350269200001,0.4226497308,8,0,-1.324931232947595,0.002980269870018426,0.3799228952771992,-4.242164161328317e-06,1.069481849942135e-06,3.039383162217594e-06,1.473537655461736e-06,2.45511680775949e-06
6.422649730800001,1.5773502692,8,0,-1.16805359202295,-0.05974098109238923,0.3516759782885327,-3.689978709599527e-06,7.432717341227142e-07,2.813407826308262e-06,1.15195473673239e-06,2.265658775860191e-06
7.577350269200001,1.5773502692,8,0,-1.140869415704629,0.04899572418089548,0.4206991597546675,-3.689978709599527e-06,1.069481849942568e-06,3.36559327803734e-06,1.60435630027674e-06,2.589832195602184e-06
8.4226497308,0.4226497308,8,0,-2.157468369650947,-0.1273357125973151,0.3182752847344941,-6.802030212805179e-06,1.31850041540935e-06,2.546202277875953e-06,1.513413232815234e-06,2.709886994548699e-06
9.5773502692,0.4226497308,8,0,-2.127958264893111,-0.009295293565969476,0.4692116921969599,-6.802030212805179e-06,1.672621672503386e-06,3.753693537575679e-06,2.069676480046519e-06,3.083095523875251e-06
8.4226497308,1.5773502692,8,0,-1.754971283084291,-0.02671144095565092,0.3625404418711674,-5.594538953105209e-06,1.31850041540935e-06,2.900323534969339e-06,1.61038005346717e-06,2.84206809391659e-06
9.5773502692,1.5773502692,8,0,-1.725461178326454,0.09132897807569473,0.5134768493336196,-5.594538953105209e-06,1.672621672503386e-06,4.107814794668957e-06,2.212941392812516e-06,3.207015963891628e-06
10.4226497308,0.4226497308,8,0,-3.049314686530564,-0.1569900671421539,0.3017317130064385,-9.632214943184079e-06,1.937083534369558e-06,2.413853704051508e-06,2.061650761573828e-06,3.393921063283772e-06
11.5773502692,0.4226497308,8,0,-3.018614521012242,-0.03418940506886781,0.549653883184209,-9.632214943184079e-06,2.305485520589417e-06,4.397231065473672e-06,2.697538003843513e-06,3.869903699947405e-06
10.4226497308,1.5773502692,8,0,-2.388188899389779,0.008291379643042274,0.3477819612839614,-7.648837581761725e-06,1.937083534369558e-06,2.782255690271691e-06,2.134885201924889e-06,3.509559136709922e-06
11.5773502692,1.5773502692,8,0,-2.35748873387143,0.1310920417164368,0.595704131461732,-7.648837581761725e-06,2.305485520589742e-06,4.765633051693856e-06,2.846471457688606e-06,3.971174586392693e-06
12.4226497308,0.4226497308,8,0,-4.004806604015286,-0.1957968980461191,0.2705201496342027,-1.265874361441202e-05,2.577295209464647e-06,2.164161197073622e-06,2.653762017047345e-06,4.299152279504587e-06
13.5773502692,0.4226497308,8,0,-3.973623612864697,-0.07106493344376275,0.6328686052469362,-1.265874361441202e-05,2.951491103271716e-06,5.06294884197549e-06,3.351751232968076e-06,4.995898571317808e-06
12.4226497308,1.5773502692,8,0,-3.038544055714595,0.04576873902905365,0.3172946363600728,-9.759955969509946e-06,2.577295209464647e-06,2.538357090880582e-06,2.706507014153501e-06,4.389090462226767e-06
