xcoord,ycoord,g,elocal,
0.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000016797189384,
2.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000015385420810,
4.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000045954006372,
6.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000090518559227,
8.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000143209923346,
10.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000201343877506,
12.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000262927084179,
14.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000326580018167,
16.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000391298933397,
18.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000457052257058,
20.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000518587033056,
22.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000592231866674,
24.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000625452912992,
26.0000000000000000,0.0000000000000000,8.0000000000000000,0.0001242429969480,
28.0000000000000000,0.0000000000000000,8.0000000000000000,0.0025403090679178,
30.0000000000000000,0.0000000000000000,8.0000000000000000,0.0108738231115336,
32.0000000000000000,0.0000000000000000,8.0000000000000000,0.0060258242148851,
34.0000000000000000,0.0000000000000000,8.0000000000000000,0.0048224730652077,
36.0000000000000000,0.0000000000000000,8.0000000000000000,0.0039983664603910,
38.0000000000000000,0.0000000000000000,8.0000000000000000,0.0033897635181452,
40.0000000000000000,0.0000000000000000,8.0000000000000000,0.0028891894066640,
42.0000000000000000,0.0000000000000000,8.0000000000000000,0.0024705800508755,
44.0000000000000000,0.0000000000000000,8.0000000000000000,0.0021221786298892,
46.0000000000000000,0.0000000000000000,8.0000000000000000,0.0018355727406425,
48.0000000000000000,0.0000000000000000,8.0000000000000000,0.0016024053354472,
50.0000000000000000,0.0000000000000000,8.0000000000000000,0.0014143234042359,
52.0000000000000000,0.0000000000000000,8.0000000000000000,0.0012635246434387,
54.0000000000000000,0.0000000000000000,8.0000000000000000,0.0011431839889188,
56.0000000000000000,0.0000000000000000,8.0000000000000000,0.0010476395511340,
58.0000000000000000,0.0000000000000000,8.0000000000000000,0.0009724468798486,
60.0000000000000000,0.0000000000000000,8.0000000000000000,0.0009171431792238,
62.0000000000000000,0.0000000000000000,8.0000000000000000,0.0008776590201960,
64.0000000000000000,0.0000000000000000,8.0000000000000000,0.0008481654785215,
66.0000000000000000,0.0000000000000000,8.0000000000000000,0.0008253051447894,
68.0000000000000000,0.0000000000000000,8.0000000000000000,0.0008068102480133,
70.0000000000000000,0.0000000000000000,8.0000000000000000,0.0007911142493838,
72.0000000000000000,0.0000000000000000,8.0000000000000000,0.0007772152569044,
74.0000000000000000,0.0000000000000000,8.0000000000000000,0.0007643974376191,
76.0000000000000000,0.0000000000000000,8.0000000000000000,0.0007521112315569,
78.0000000000000000,0.0000000000000000,8.0000000000000000,0.0007399097992104,
80.0000000000000000,0.0000000000000000,8.0000000000000000,0.0007274081760435,
82.0000000000000000,0.0000000000000000,8.0000000000000000,0.0007142555635369,
84.0000000000000000,0.0000000000000000,8.0000000000000000,0.0007001152672464,
86.0000000000000000,0.0000000000000000,8.0000000000000000,0.0006846489887869,
88.0000000000000000,0.0000000000000000,8.0000000000000000,0.0006675033838768,
90.0000000000000000,0.0000000000000000,8.0000000000000000,0.0006482974542547,
92.0000000000000000,0.0000000000000000,8.0000000000000000,0.0006266096781222,
94.0000000000000000,0.0000000000000000,8.0000000000000000,0.0006019639188262,
96.0000000000000000,0.0000000000000000,8.0000000000000000,0.0005738131383636,
98.0000000000000000,0.0000000000000000,8.0000000000000000,0.0005415197911639,
100.0000000000000000,0.0000000000000000,8.0000000000000000,0.0005043463382284,
0.0000000000000000,100.0000000000000000,8.0000000000000000,0.0002325844031406,
2.0000000000000000,100.0000000000000000,8.0000000000000000,0.0002459139447619,
4.0000000000000000,100.0000000000000000,8.0000000000000000,0.0002598943769960,
6.0000000000000000,100.0000000000000000,8.0000000000000000,0.0002744944861801,
8.0000000000000000,100.0000000000000000,8.0000000000000000,0.0002896749540154,
10.0000000000000000,100.0000000000000000,8.0000000000000000,0.0003053907552540,
12.0000000000000000,100.0000000000000000,8.0000000000000000,0.0003215921900471,
14.0000000000000000,100.0000000000000000,8.0000000000000000,0.0003382258712569,
